"filename", "language", "C++", "C", "PHP", "Markdown", "JSON", "comment", "blank", "total"
"/home/everlasting/acm_training/CF/1200/C. K-th Not Divisible by n.cpp", "C++", 29, 0, 0, 0, 0, 0, 6, 35
"/home/everlasting/acm_training/CF/1200/C. Poisoned Dagger.cpp", "C++", 53, 0, 0, 0, 0, 0, 13, 66
"/home/everlasting/acm_training/CF/1200/C. Those Who Are With Us.cpp", "C++", 50, 0, 0, 0, 0, 0, 8, 58
"/home/everlasting/acm_training/CF/1200/D. A and B.cpp", "C++", 41, 0, 0, 0, 0, 0, 7, 48
"/home/everlasting/acm_training/CF/1200/E. Split.cpp", "C++", 54, 0, 0, 0, 0, 0, 9, 63
"/home/everlasting/acm_training/CF/1300/B. Catching the Krug.cpp", "C++", 38, 0, 0, 0, 0, 0, 6, 44
"/home/everlasting/acm_training/CF/1300/B. Incremental Path.cpp", "C++", 32, 0, 0, 0, 0, 0, 5, 37
"/home/everlasting/acm_training/CF/1300/C. Cinema.cpp", "C++", 51, 0, 0, 0, 0, 1, 10, 62
"/home/everlasting/acm_training/CF/1400/B. Obsession with Robots.cpp", "C++", 45, 0, 0, 0, 0, 1, 5, 51
"/home/everlasting/acm_training/CF/1500/A. Boredom.cpp", "C++", 45, 0, 0, 0, 0, 1, 6, 52
"/home/everlasting/acm_training/CF/1500/B. Burning Midnight Oil.cpp", "C++", 57, 0, 0, 0, 0, 2, 12, 71
"/home/everlasting/acm_training/CF/1500/C. Two TVs.cpp", "C++", 51, 0, 0, 0, 0, 1, 11, 63
"/home/everlasting/acm_training/CF/800/A. Add or XOR.cpp", "C++", 51, 0, 0, 0, 0, 0, 8, 59
"/home/everlasting/acm_training/CF/800/A. All Lengths Subtraction.cpp", "C++", 36, 0, 0, 0, 0, 0, 5, 41
"/home/everlasting/acm_training/CF/800/A. Be Positive.cpp", "C++", 25, 0, 0, 0, 0, 0, 3, 28
"/home/everlasting/acm_training/CF/800/A. Blackboard Game.cpp", "C++", 31, 0, 0, 0, 0, 0, 7, 38
"/home/everlasting/acm_training/CF/800/A. Candies for Nephews.cpp", "C++", 15, 0, 0, 0, 0, 0, 3, 18
"/home/everlasting/acm_training/CF/800/A. Collatz Conjecture.cpp", "C++", 25, 0, 0, 0, 0, 0, 5, 30
"/home/everlasting/acm_training/CF/800/A. Cut the Array.cpp", "C++", 48, 0, 0, 0, 0, 0, 7, 55
"/home/everlasting/acm_training/CF/800/A. Deranged Deletions.cpp", "C++", 39, 0, 0, 0, 0, 0, 10, 49
"/home/everlasting/acm_training/CF/800/A. Difficult Contest.cpp", "C++", 45, 0, 0, 0, 0, 1, 11, 57
"/home/everlasting/acm_training/CF/800/A. El fucho.cpp", "C++", 13, 0, 0, 0, 0, 0, 2, 15
"/home/everlasting/acm_training/CF/800/A. Equal Occurrences.cpp", "C++", 50, 0, 0, 0, 0, 0, 7, 57
"/home/everlasting/acm_training/CF/800/A. Equal Subsequences.cpp", "C++", 31, 0, 0, 0, 0, 0, 8, 39
"/home/everlasting/acm_training/CF/800/A. False Alarm.cpp", "C++", 40, 0, 0, 0, 0, 1, 11, 52
"/home/everlasting/acm_training/CF/800/A. Furniture Store.cpp", "C++", 35, 0, 0, 0, 0, 0, 9, 44
"/home/everlasting/acm_training/CF/800/A. Gellyfish and Tricolor Pansy.cpp", "C++", 31, 0, 0, 0, 0, 0, 7, 38
"/home/everlasting/acm_training/CF/800/A. Homework.cpp", "C++", 28, 0, 0, 0, 0, 0, 4, 32
"/home/everlasting/acm_training/CF/800/A. In the Dream.cpp", "C++", 34, 0, 0, 0, 0, 0, 2, 36
"/home/everlasting/acm_training/CF/800/A. Increase or Smash.cpp", "C++", 29, 0, 0, 0, 0, 0, 1, 30
"/home/everlasting/acm_training/CF/800/A. Incremental Subarray.cpp", "C++", 32, 0, 0, 0, 0, 0, 3, 35
"/home/everlasting/acm_training/CF/800/A. Letter Home.cpp", "C++", 40, 0, 0, 0, 0, 0, 8, 48
"/home/everlasting/acm_training/CF/800/A. Lever.cpp", "C++", 37, 0, 0, 0, 0, 0, 8, 45
"/home/everlasting/acm_training/CF/800/A. Maple and Multiplication.cpp", "C++", 26, 0, 0, 0, 0, 0, 3, 29
"/home/everlasting/acm_training/CF/800/A. Mix Mex Max.cpp", "C++", 35, 0, 0, 0, 0, 0, 8, 43
"/home/everlasting/acm_training/CF/800/A. Only One Digit.cpp", "C++", 32, 0, 0, 0, 0, 0, 8, 40
"/home/everlasting/acm_training/CF/800/A. Painting With Two Colors.cpp", "C++", 33, 0, 0, 0, 0, 0, 4, 37
"/home/everlasting/acm_training/CF/800/A. Race.cpp", "C++", 31, 0, 0, 0, 0, 0, 6, 37
"/home/everlasting/acm_training/CF/800/A. Recycling Center.cpp", "C++", 56, 0, 0, 0, 0, 1, 10, 67
"/home/everlasting/acm_training/CF/800/A. Redstone.cpp", "C++", 31, 0, 0, 0, 0, 0, 7, 38
"/home/everlasting/acm_training/CF/800/A. Round Trip.cpp", "C++", 36, 0, 0, 0, 0, 1, 5, 42
"/home/everlasting/acm_training/CF/800/A. Shashliks.cpp", "C++", 40, 0, 0, 0, 0, 0, 8, 48
"/home/everlasting/acm_training/CF/800/A. Shift Sort.cpp", "C++", 28, 0, 0, 0, 0, 0, 6, 34
"/home/everlasting/acm_training/CF/800/A. Shortest Increasing Path.cpp", "C++", 22, 0, 0, 0, 0, 0, 3, 25
"/home/everlasting/acm_training/CF/800/A. Square Year.cpp", "C++", 51, 0, 0, 0, 0, 0, 5, 56
"/home/everlasting/acm_training/CF/800/A. Square of Rectangles.cpp", "C++", 25, 0, 0, 0, 0, 0, 5, 30
"/home/everlasting/acm_training/CF/800/A. Sublime Sequence.cpp", "C++", 17, 0, 0, 0, 0, 0, 3, 20
"/home/everlasting/acm_training/CF/800/A. Submission is All You Need.cpp", "C++", 34, 0, 0, 0, 0, 0, 9, 43
"/home/everlasting/acm_training/CF/800/A. Tom Riddle's Diary.cpp", "C++", 34, 0, 0, 0, 0, 1, 5, 40
"/home/everlasting/acm_training/CF/800/A. Trippi Troppi.cpp", "C++", 25, 0, 0, 0, 0, 0, 3, 28
"/home/everlasting/acm_training/CF/800/B. Above the Clouds.cpp", "C++", 43, 0, 0, 0, 0, 0, 8, 51
"/home/everlasting/acm_training/CF/800/B. Alternating Series.cpp", "C++", 40, 0, 0, 0, 0, 0, 6, 46
"/home/everlasting/acm_training/CF/800/B. Bobritto Bandito.cpp", "C++", 38, 0, 0, 0, 0, 0, 6, 44
"/home/everlasting/acm_training/CF/800/B. Cake Collection.cpp", "C++", 33, 0, 0, 0, 0, 0, 6, 39
"/home/everlasting/acm_training/CF/800/B. Lasers.cpp", "C++", 21, 0, 0, 0, 0, 0, 3, 24
"/home/everlasting/acm_training/CF/800/B. No Casino in the Mountains.cpp", "C++", 42, 0, 0, 0, 0, 0, 7, 49
"/home/everlasting/acm_training/CF/800/B. Shrink.cpp", "C++", 48, 0, 0, 0, 0, 0, 11, 59
"/home/everlasting/acm_training/CF/800/B. Tournament.cpp", "C++", 41, 0, 0, 0, 0, 0, 10, 51
"/home/everlasting/acm_training/CF/800/B. Unconventional Pairs.cpp", "C++", 29, 0, 0, 0, 0, 0, 4, 33
"/home/everlasting/acm_training/CF/800/B. Villagers.cpp", "C++", 32, 0, 0, 0, 0, 0, 7, 39
"/home/everlasting/acm_training/CF/900/A. Indian Summer.cpp", "C++", 30, 0, 0, 0, 0, 1, 6, 37
"/home/everlasting/acm_training/CF/900/B. Not Quite a Palindromic String.cpp", "C++", 46, 0, 0, 0, 0, 0, 7, 53
"/home/everlasting/acm_training/CF/900/C. Brr Brrr Patapim.cpp", "C++", 44, 0, 0, 0, 0, 0, 7, 51
"/home/everlasting/acm_training/CF/900/C. MEX rose.cpp", "C++", 35, 0, 0, 0, 0, 35, 20, 90
"/home/everlasting/acm_training/CF/900/C. Pacer.cpp", "C++", 37, 0, 0, 0, 0, 0, 8, 45
"/home/everlasting/acm_training/CF/Educational Codeforces Round 177/A.cpp", "C++", 26, 0, 0, 0, 0, 0, 4, 30
"/home/everlasting/acm_training/CF/Educational Codeforces Round 177/B.cpp", "C++", 63, 0, 0, 0, 0, 1, 5, 69
"/home/everlasting/acm_training/CF/Educational Codeforces Round 177/C.cpp", "C++", 48, 0, 0, 0, 0, 0, 7, 55
"/home/everlasting/acm_training/CF/Educational Codeforces Round 178/A.cpp", "C++", 33, 0, 0, 0, 0, 0, 5, 38
"/home/everlasting/acm_training/CF/Educational Codeforces Round 178/B.cpp", "C++", 46, 0, 0, 0, 0, 0, 9, 55
"/home/everlasting/acm_training/CF/Educational Codeforces Round 178/C.cpp", "C++", 48, 0, 0, 0, 0, 0, 6, 54
"/home/everlasting/acm_training/CF/Educational Codeforces Round 178/D.cpp", "C++", 60, 0, 0, 0, 0, 0, 8, 68
"/home/everlasting/acm_training/CF/Educational Codeforces Round 182/B.cpp", "C++", 83, 0, 0, 0, 0, 0, 6, 89
"/home/everlasting/acm_training/CF/Educational Codeforces Round 182/C.cpp", "C++", 37, 0, 0, 0, 0, 0, 6, 43
"/home/everlasting/acm_training/CF/Educational Codeforces Round 182/D.cpp", "C++", 30, 0, 0, 0, 0, 0, 6, 36
"/home/everlasting/acm_training/CF/Educational Codeforces Round 183/C.cpp", "C++", 59, 0, 0, 0, 0, 0, 10, 69
"/home/everlasting/acm_training/CF/Educational Codeforces Round 184/A.cpp", "C++", 49, 0, 0, 0, 0, 1, 9, 59
"/home/everlasting/acm_training/CF/Educational Codeforces Round 184/B.cpp", "C++", 103, 0, 0, 0, 0, 3, 13, 119
"/home/everlasting/acm_training/CF/Educational Codeforces Round 184/C.cpp", "C++", 42, 0, 0, 0, 0, 0, 7, 49
"/home/everlasting/acm_training/CF/Educational Codeforces Round 185/A.cpp", "C++", 39, 0, 0, 0, 0, 0, 6, 45
"/home/everlasting/acm_training/CF/Educational Codeforces Round 185/B.cpp", "C++", 48, 0, 0, 0, 0, 3, 10, 61
"/home/everlasting/acm_training/CF/Educational Codeforces Round 185/C.cpp", "C++", 59, 0, 0, 0, 0, 0, 9, 68
"/home/everlasting/acm_training/CF/Educational Codeforces Round 186/A.cpp", "C++", 39, 0, 0, 0, 0, 0, 4, 43
"/home/everlasting/acm_training/CF/Educational Codeforces Round 186/B.cpp", "C++", 47, 0, 0, 0, 0, 0, 6, 53
"/home/everlasting/acm_training/CF/Educational Codeforces Round 186/C.cpp", "C++", 45, 0, 0, 0, 0, 0, 8, 53
"/home/everlasting/acm_training/CF/Educational Codeforces Round 186/D.cpp", "C++", 76, 0, 0, 0, 0, 3, 14, 93
"/home/everlasting/acm_training/CF/Global Round 29/B.cpp", "C++", 34, 0, 0, 0, 0, 0, 6, 40
"/home/everlasting/acm_training/CF/Global Round 29/C.cpp", "C++", 40, 0, 0, 0, 0, 0, 6, 46
"/home/everlasting/acm_training/CF/Global Round 29/D.cpp", "C++", 52, 0, 0, 0, 0, 0, 6, 58
"/home/everlasting/acm_training/CF/Global Round 30/A.cpp", "C++", 39, 0, 0, 0, 0, 0, 4, 43
"/home/everlasting/acm_training/CF/Global Round 30/B.cpp", "C++", 71, 0, 0, 0, 0, 0, 10, 81
"/home/everlasting/acm_training/CF/Global Round 30/C.cpp", "C++", 63, 0, 0, 0, 0, 0, 11, 74
"/home/everlasting/acm_training/CF/Global Round 31/A.cpp", "C++", 38, 0, 0, 0, 0, 0, 4, 42
"/home/everlasting/acm_training/CF/Global Round 31/B.cpp", "C++", 47, 0, 0, 0, 0, 0, 7, 54
"/home/everlasting/acm_training/CF/Global Round 31/C.cpp", "C++", 60, 0, 0, 0, 0, 0, 9, 69
"/home/everlasting/acm_training/CF/Global Round 31/D.cpp", "C++", 50, 0, 0, 0, 0, 1, 7, 58
"/home/everlasting/acm_training/CF/Good Bye 2025/A.cpp", "C++", 36, 0, 0, 0, 0, 0, 4, 40
"/home/everlasting/acm_training/CF/Good Bye 2025/B.cpp", "C++", 59, 0, 0, 0, 0, 1, 5, 65
"/home/everlasting/acm_training/CF/Good Bye 2025/C.cpp", "C++", 49, 0, 0, 0, 0, 0, 5, 54
"/home/everlasting/acm_training/CF/Hello 2026/A.cpp", "C++", 36, 0, 0, 0, 0, 0, 6, 42
"/home/everlasting/acm_training/CF/Hello 2026/B.cpp", "C++", 50, 0, 0, 0, 0, 0, 8, 58
"/home/everlasting/acm_training/CF/Hello 2026/C.cpp", "C++", 37, 0, 0, 0, 0, 0, 8, 45
"/home/everlasting/acm_training/CF/Hello 2026/D.cpp", "C++", 54, 0, 0, 0, 0, 0, 11, 65
"/home/everlasting/acm_training/CF/Round 1016/A.cpp", "C++", 26, 0, 0, 0, 0, 0, 4, 30
"/home/everlasting/acm_training/CF/Round 1016/B.cpp", "C++", 35, 0, 0, 0, 0, 0, 4, 39
"/home/everlasting/acm_training/CF/Round 1016/C.cpp", "C++", 44, 0, 0, 0, 0, 0, 5, 49
"/home/everlasting/acm_training/CF/Round 1018/A.cpp", "C++", 42, 0, 0, 0, 0, 0, 6, 48
"/home/everlasting/acm_training/CF/Round 1018/B.cpp", "C++", 43, 0, 0, 0, 0, 0, 9, 52
"/home/everlasting/acm_training/CF/Round 1019/A.cpp", "C++", 36, 0, 0, 0, 0, 0, 5, 41
"/home/everlasting/acm_training/CF/Round 1019/B.cpp", "C++", 52, 0, 0, 0, 0, 0, 5, 57
"/home/everlasting/acm_training/CF/Round 1020/A.cpp", "C++", 34, 0, 0, 0, 0, 0, 4, 38
"/home/everlasting/acm_training/CF/Round 1020/B.cpp", "C++", 31, 0, 0, 0, 0, 0, 4, 35
"/home/everlasting/acm_training/CF/Round 1020/C.cpp", "C++", 65, 0, 0, 0, 0, 0, 11, 76
"/home/everlasting/acm_training/CF/Round 1021/A.cpp", "C++", 42, 0, 0, 0, 0, 0, 5, 47
"/home/everlasting/acm_training/CF/Round 1022/A.cpp", "C++", 30, 0, 0, 0, 0, 0, 6, 36
"/home/everlasting/acm_training/CF/Round 1022/B.cpp", "C++", 60, 0, 0, 0, 0, 0, 9, 69
"/home/everlasting/acm_training/CF/Round 1022/C.cpp", "C++", 43, 0, 0, 0, 0, 0, 11, 54
"/home/everlasting/acm_training/CF/Round 1023/A.cpp", "C++", 50, 0, 0, 0, 0, 0, 6, 56
"/home/everlasting/acm_training/CF/Round 1023/B.cpp", "C++", 48, 0, 0, 0, 0, 0, 8, 56
"/home/everlasting/acm_training/CF/Round 1023/C.cpp", "C++", 72, 0, 0, 0, 0, 0, 8, 80
"/home/everlasting/acm_training/CF/Round 1024/A.cpp", "C++", 33, 0, 0, 0, 0, 0, 6, 39
"/home/everlasting/acm_training/CF/Round 1024/B.cpp", "C++", 41, 0, 0, 0, 0, 0, 7, 48
"/home/everlasting/acm_training/CF/Round 1024/C.cpp", "C++", 48, 0, 0, 0, 0, 0, 6, 54
"/home/everlasting/acm_training/CF/Round 1025/A.cpp", "C++", 43, 0, 0, 0, 0, 0, 7, 50
"/home/everlasting/acm_training/CF/Round 1025/B.cpp", "C++", 49, 0, 0, 0, 0, 1, 8, 58
"/home/everlasting/acm_training/CF/Round 1026/A.cpp", "C++", 61, 0, 0, 0, 0, 0, 8, 69
"/home/everlasting/acm_training/CF/Round 1026/B.cpp", "C++", 40, 0, 0, 0, 0, 0, 6, 46
"/home/everlasting/acm_training/CF/Round 1039/B.cpp", "C++", 23, 0, 0, 0, 0, 0, 4, 27
"/home/everlasting/acm_training/CF/Round 1040/B.cpp", "C++", 43, 0, 0, 0, 0, 0, 3, 46
"/home/everlasting/acm_training/CF/Round 1040/C.cpp", "C++", 46, 0, 0, 0, 0, 0, 6, 52
"/home/everlasting/acm_training/CF/Round 1042/C.cpp", "C++", 36, 0, 0, 0, 0, 0, 4, 40
"/home/everlasting/acm_training/CF/Round 1042/D.cpp", "C++", 45, 0, 0, 0, 0, 0, 5, 50
"/home/everlasting/acm_training/CF/Round 1042/E.cpp", "C++", 40, 0, 0, 0, 0, 0, 4, 44
"/home/everlasting/acm_training/CF/Round 1043/B.cpp", "C++", 40, 0, 0, 0, 0, 0, 4, 44
"/home/everlasting/acm_training/CF/Round 1043/C1.cpp", "C++", 48, 0, 0, 0, 0, 0, 7, 55
"/home/everlasting/acm_training/CF/Round 1045/B.cpp", "C++", 27, 0, 0, 0, 0, 0, 3, 30
"/home/everlasting/acm_training/CF/Round 1045/C.cpp", "C++", 40, 0, 0, 0, 0, 0, 5, 45
"/home/everlasting/acm_training/CF/Round 1046/B.cpp", "C++", 54, 0, 0, 0, 0, 0, 7, 61
"/home/everlasting/acm_training/CF/Round 1046/C.cpp", "C++", 38, 0, 0, 0, 0, 0, 5, 43
"/home/everlasting/acm_training/CF/Round 1047/B.cpp", "C++", 38, 0, 0, 0, 0, 0, 5, 43
"/home/everlasting/acm_training/CF/Round 1047/C.cpp", "C++", 39, 0, 0, 0, 0, 0, 5, 44
"/home/everlasting/acm_training/CF/Round 1047/D.cpp", "C++", 59, 0, 0, 0, 0, 0, 9, 68
"/home/everlasting/acm_training/CF/Round 1047/E.cpp", "C++", 53, 0, 0, 0, 0, 0, 6, 59
"/home/everlasting/acm_training/CF/Round 1048/B.cpp", "C++", 36, 0, 0, 0, 0, 0, 5, 41
"/home/everlasting/acm_training/CF/Round 1048/C.cpp", "C++", 43, 0, 0, 0, 0, 0, 5, 48
"/home/everlasting/acm_training/CF/Round 1049/B.cpp", "C++", 27, 0, 0, 0, 0, 0, 5, 32
"/home/everlasting/acm_training/CF/Round 1049/C.cpp", "C++", 54, 0, 0, 0, 0, 0, 8, 62
"/home/everlasting/acm_training/CF/Round 1051/C.cpp", "C++", 53, 0, 0, 0, 0, 0, 8, 61
"/home/everlasting/acm_training/CF/Round 1052/B.cpp", "C++", 62, 0, 0, 0, 0, 1, 9, 72
"/home/everlasting/acm_training/CF/Round 1052/C.cpp", "C++", 89, 0, 0, 0, 0, 0, 13, 102
"/home/everlasting/acm_training/CF/Round 1053/B.cpp", "C++", 54, 0, 0, 0, 0, 0, 7, 61
"/home/everlasting/acm_training/CF/Round 1053/C.cpp", "C++", 48, 0, 0, 0, 0, 0, 7, 55
"/home/everlasting/acm_training/CF/Round 1055/C.cpp", "C++", 58, 0, 0, 0, 0, 0, 7, 65
"/home/everlasting/acm_training/CF/Round 1056/C.cpp", "C++", 75, 0, 0, 0, 0, 0, 14, 89
"/home/everlasting/acm_training/CF/Round 1057/A.cpp", "C++", 40, 0, 0, 0, 0, 0, 5, 45
"/home/everlasting/acm_training/CF/Round 1057/B.cpp", "C++", 36, 0, 0, 0, 0, 0, 6, 42
"/home/everlasting/acm_training/CF/Round 1057/C.cpp", "C++", 86, 0, 0, 0, 0, 6, 11, 103
"/home/everlasting/acm_training/CF/Round 1058/A. MEX Partition.cpp", "C++", 38, 0, 0, 0, 0, 0, 6, 44
"/home/everlasting/acm_training/CF/Round 1058/B. Distinct Elements.cpp", "C++", 42, 0, 0, 0, 0, 0, 6, 48
"/home/everlasting/acm_training/CF/Round 1058/C.cpp", "C++", 56, 0, 0, 0, 0, 0, 9, 65
"/home/everlasting/acm_training/CF/Round 1059/A.cpp", "C++", 34, 0, 0, 0, 0, 0, 8, 42
"/home/everlasting/acm_training/CF/Round 1059/B.cpp", "C++", 47, 0, 0, 0, 0, 0, 11, 58
"/home/everlasting/acm_training/CF/Round 1059/C.cpp", "C++", 39, 0, 0, 0, 0, 0, 7, 46
"/home/everlasting/acm_training/CF/Round 1060/A.cpp", "C++", 44, 0, 0, 0, 0, 2, 9, 55
"/home/everlasting/acm_training/CF/Round 1060/B.cpp", "C++", 64, 0, 0, 0, 0, 4, 8, 76
"/home/everlasting/acm_training/CF/Round 1060/C1.cpp", "C++", 85, 0, 0, 0, 0, 0, 15, 100
"/home/everlasting/acm_training/CF/Round 1061/A.cpp", "C++", 32, 0, 0, 0, 0, 0, 8, 40
"/home/everlasting/acm_training/CF/Round 1061/B.cpp", "C++", 37, 0, 0, 0, 0, 0, 5, 42
"/home/everlasting/acm_training/CF/Round 1062/A.cpp", "C++", 29, 0, 0, 0, 0, 0, 4, 33
"/home/everlasting/acm_training/CF/Round 1062/B.cpp", "C++", 40, 0, 0, 0, 0, 0, 8, 48
"/home/everlasting/acm_training/CF/Round 1062/C.cpp", "C++", 53, 0, 0, 0, 0, 0, 7, 60
"/home/everlasting/acm_training/CF/Round 1062/D.cpp", "C++", 43, 0, 0, 0, 0, 0, 6, 49
"/home/everlasting/acm_training/CF/Round 1062/E.cpp", "C++", 73, 0, 0, 0, 0, 0, 16, 89
"/home/everlasting/acm_training/CF/Round 1063/A.cpp", "C++", 37, 0, 0, 0, 0, 0, 10, 47
"/home/everlasting/acm_training/CF/Round 1063/B.cpp", "C++", 50, 0, 0, 0, 0, 0, 8, 58
"/home/everlasting/acm_training/CF/Round 1064/A.cpp", "C++", 36, 0, 0, 0, 0, 0, 5, 41
"/home/everlasting/acm_training/CF/Round 1064/B.cpp", "C++", 34, 0, 0, 0, 0, 0, 6, 40
"/home/everlasting/acm_training/CF/Round 1064/C.cpp", "C++", 41, 0, 0, 0, 0, 0, 9, 50
"/home/everlasting/acm_training/CF/Round 1065/A.cpp", "C++", 37, 0, 0, 0, 0, 0, 5, 42
"/home/everlasting/acm_training/CF/Round 1065/B.cpp", "C++", 60, 0, 0, 0, 0, 0, 11, 71
"/home/everlasting/acm_training/CF/Round 1065/C1.cpp", "C++", 48, 0, 0, 0, 0, 0, 9, 57
"/home/everlasting/acm_training/CF/Round 1065/C2.cpp", "C++", 54, 0, 0, 0, 0, 0, 9, 63
"/home/everlasting/acm_training/CF/Round 1065/D.cpp", "C++", 49, 0, 0, 0, 0, 0, 10, 59
"/home/everlasting/acm_training/CF/Round 1066/A.cpp", "C++", 43, 0, 0, 0, 0, 0, 5, 48
"/home/everlasting/acm_training/CF/Round 1066/B.cpp", "C++", 46, 0, 0, 0, 0, 0, 8, 54
"/home/everlasting/acm_training/CF/Round 1066/C.cpp", "C++", 52, 0, 0, 0, 0, 0, 10, 62
"/home/everlasting/acm_training/CF/Round 1066/D.cpp", "C++", 71, 0, 0, 0, 0, 1, 14, 86
"/home/everlasting/acm_training/CF/Round 1067/A.cpp", "C++", 27, 0, 0, 0, 0, 0, 5, 32
"/home/everlasting/acm_training/CF/Round 1067/B.cpp", "C++", 49, 0, 0, 0, 0, 0, 8, 57
"/home/everlasting/acm_training/CF/Round 1067/C.cpp", "C++", 53, 0, 0, 0, 0, 0, 8, 61
"/home/everlasting/acm_training/CF/Round 1068/A.cpp", "C++", 44, 0, 0, 0, 0, 0, 5, 49
"/home/everlasting/acm_training/CF/Round 1068/B.cpp", "C++", 42, 0, 0, 0, 0, 0, 6, 48
"/home/everlasting/acm_training/CF/Round 1068/C.cpp", "C++", 60, 0, 0, 0, 0, 1, 9, 70
"/home/everlasting/acm_training/CF/Round 1068/D.cpp", "C++", 79, 0, 0, 0, 0, 0, 9, 88
"/home/everlasting/acm_training/CF/Round 1069/A.cpp", "C++", 45, 0, 0, 0, 0, 0, 10, 55
"/home/everlasting/acm_training/CF/Round 1069/B.cpp", "C++", 35, 0, 0, 0, 0, 0, 9, 44
"/home/everlasting/acm_training/CF/Round 1069/C.cpp", "C++", 53, 0, 0, 0, 0, 0, 7, 60
"/home/everlasting/acm_training/CF/Round 1070/A.cpp", "C++", 42, 0, 0, 0, 0, 0, 7, 49
"/home/everlasting/acm_training/CF/Round 1070/B.cpp", "C++", 39, 0, 0, 0, 0, 0, 7, 46
"/home/everlasting/acm_training/CF/Round 1070/C.cpp", "C++", 73, 0, 0, 0, 0, 0, 11, 84
"/home/everlasting/acm_training/CF/Round 1070/D.cpp", "C++", 25, 0, 0, 0, 0, 0, 6, 31
"/home/everlasting/acm_training/CF/Round 1071/A.cpp", "C++", 26, 0, 0, 0, 0, 0, 4, 30
"/home/everlasting/acm_training/CF/Round 1071/B.cpp", "C++", 51, 0, 0, 0, 0, 5, 5, 61
"/home/everlasting/acm_training/CF/Round 1071/C.cpp", "C++", 32, 0, 0, 0, 0, 0, 4, 36
"/home/everlasting/acm_training/CF/Round 1071/D.cpp", "C++", 36, 0, 0, 0, 0, 0, 4, 40
