"filename", "language", "C++", "C", "PHP", "Markdown", "JSON", "comment", "blank", "total"
"/home/everlasting/acm_training/CF/Round 1073/B.cpp", "C++", 31, 0, 0, 0, 0, 0, 4, 35
"/home/everlasting/acm_training/CF/Round 1073/C.cpp", "C++", 50, 0, 0, 0, 0, 0, 4, 54
"/home/everlasting/acm_training/CF/Round 1073/D.cpp", "C++", 33, 0, 0, 0, 0, 0, 3, 36
"/home/everlasting/acm_training/CF/Round 1074/A.cpp", "C++", 22, 0, 0, 0, 0, 0, 2, 24
"/home/everlasting/acm_training/CF/Round 1074/B.cpp", "C++", 37, 0, 0, 0, 0, 1, 7, 45
"/home/everlasting/acm_training/CF/Round 1074/C.cpp", "C++", 44, 0, 0, 0, 0, 0, 5, 49
"/home/everlasting/acm_training/CF/Round 1074/D.cpp", "C++", 44, 0, 0, 0, 0, 0, 5, 49
"/home/everlasting/acm_training/CF/Round 1074/E.cpp", "C++", 77, 0, 0, 0, 0, 0, 7, 84
"/home/everlasting/acm_training/CF/Round 1074/F.cpp", "C++", 42, 0, 0, 0, 0, 0, 5, 47
"/home/everlasting/acm_training/CF/Round 1074/G.cpp", "C++", 66, 0, 0, 0, 0, 0, 5, 71
"/home/everlasting/acm_training/CNB24/Hello WUSTACM.c", "C", 0, -6, 0, 0, 0, 0, -3, -9
"/home/everlasting/acm_training/CNB24/亵渎上.cpp", "C++", -58, 0, 0, 0, 0, -1, -7, -66
"/home/everlasting/acm_training/CNB24/凡安要当超级矿工.c", "C", 0, -22, 0, 0, 0, 0, -8, -30
"/home/everlasting/acm_training/CNB24/大贤至圣先师的超级难题.c", "C", 0, 0, 0, 0, 0, 0, -1, -1
"/home/everlasting/acm_training/CNB24/我不想上课.c", "C", 0, -39, 0, 0, 0, 0, -9, -48
"/home/everlasting/acm_training/CNB24/查询（爆了）.c", "C", 0, -35, 0, 0, 0, 0, -9, -44
"/home/everlasting/acm_training/CNB24/沁湖鱼宴.c", "C", 0, 0, 0, 0, 0, 0, -1, -1
"/home/everlasting/acm_training/CNB24/沁湖鱼宴.cpp", "C++", -65, 0, 0, 0, 0, -1, -8, -74
"/home/everlasting/acm_training/CNB24/邪恶的数字.cpp", "C++", -39, 0, 0, 0, 0, 0, -4, -43
"/home/everlasting/acm_training/CNB24/高数之挂也挂不完.cpp", "C++", -34, 0, 0, 0, 0, -1, -6, -41
"/home/everlasting/acm_training/atcoder/ABC 431/A.cpp", "C++", 28, 0, 0, 0, 0, 1, 3, 32
"/home/everlasting/acm_training/atcoder/ABC 431/B.cpp", "C++", 40, 0, 0, 0, 0, 1, 6, 47
"/home/everlasting/acm_training/atcoder/ABC 431/C.cpp", "C++", 52, 0, 0, 0, 0, 1, 8, 61
"/home/everlasting/acm_training/atcoder/ABC 432/A.cpp", "C++", 28, 0, 0, 0, 0, 1, 6, 35
"/home/everlasting/acm_training/atcoder/ABC 432/B.cpp", "C++", 44, 0, 0, 0, 0, 1, 8, 53
"/home/everlasting/acm_training/atcoder/ABC 440/A.cpp", "C++", 31, 0, 0, 0, 0, 1, 5, 37
"/home/everlasting/acm_training/atcoder/ABC 440/B.cpp", "C++", 57, 0, 0, 0, 0, 1, 10, 68
"/home/everlasting/acm_training/atcoder/ABC 440/C.cpp", "C++", 45, 0, 0, 0, 0, 0, 10, 55
"/home/everlasting/acm_training/atcoder/ABC 440/D.cpp", "C++", 45, 0, 0, 0, 0, 1, 6, 52
"/home/everlasting/acm_training/atcoder/ABC 441/A.cpp", "C++", 25, 0, 0, 0, 0, 1, 2, 28
"/home/everlasting/acm_training/atcoder/ABC 441/B.cpp", "C++", 47, 0, 0, 0, 0, 1, 4, 52
"/home/everlasting/acm_training/atcoder/ABC 441/C.cpp", "C++", 36, 0, 0, 0, 0, 1, 5, 42
"/home/everlasting/acm_training/atcoder/ABC 441/D.cpp", "C++", 40, 0, 0, 0, 0, 1, 6, 47
"/home/everlasting/acm_training/atcoder/ABC 441/E.cpp", "C++", 78, 0, 0, 0, 0, 1, 16, 95
"/home/everlasting/acm_training/atcoder/AtCoder Beginner Contest 431/A.cpp", "C++", -28, 0, 0, 0, 0, -1, -3, -32
"/home/everlasting/acm_training/atcoder/AtCoder Beginner Contest 431/B.cpp", "C++", -40, 0, 0, 0, 0, -1, -6, -47
"/home/everlasting/acm_training/atcoder/AtCoder Beginner Contest 431/C.cpp", "C++", -52, 0, 0, 0, 0, -1, -8, -61
"/home/everlasting/acm_training/atcoder/AtCoder Beginner Contest 432/A.cpp", "C++", -28, 0, 0, 0, 0, -1, -6, -35
"/home/everlasting/acm_training/atcoder/AtCoder Beginner Contest 432/B.cpp", "C++", -44, 0, 0, 0, 0, -1, -8, -53
"/home/everlasting/acm_training/atcoder/Educational DP Contest/A.cpp", "C++", 31, 0, 0, 0, 0, 1, 5, 37
"/home/everlasting/acm_training/atcoder/Educational DP Contest/B.cpp", "C++", 32, 0, 0, 0, 0, 1, 4, 37
"/home/everlasting/acm_training/atcoder/Educational DP Contest/C.cpp", "C++", 32, 0, 0, 0, 0, 1, 3, 36
"/home/everlasting/acm_training/atcoder/Educational DP Contest/D.cpp", "C++", 31, 0, 0, 0, 0, 1, 4, 36
"/home/everlasting/acm_training/atcoder/Educational DP Contest/E.cpp", "C++", 38, 0, 0, 0, 0, 1, 5, 44
"/home/everlasting/acm_training/atcoder/Educational DP Contest/F.cpp", "C++", 46, 0, 0, 0, 0, 1, 4, 51
"/home/everlasting/acm_training/atcoder/Educational DP Contest/H.cpp", "C++", 47, 0, 0, 0, 0, 1, 7, 55
"/home/everlasting/acm_training/atcoder/Educational DP Contest/I.cpp", "C++", 0, 0, 0, 0, 0, 0, 1, 1
"/home/everlasting/acm_training/niuke/2025跨年场/A.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 1
"/home/everlasting/acm_training/niuke/2025跨年场/C.cpp", "C++", 35, 0, 0, 0, 0, 1, 4, 40
"/home/everlasting/acm_training/niuke/2025跨年场/D.cpp", "C++", 30, 0, 0, 0, 0, 1, 4, 35
"/home/everlasting/acm_training/niuke/2025跨年场/E.cpp", "C++", 24, 0, 0, 0, 0, 1, 4, 29
"/home/everlasting/acm_training/niuke/2025跨年场/F.cpp", "C++", 22, 0, 0, 0, 0, 3, 3, 28
"/home/everlasting/acm_training/niuke/2025跨年场/H.cpp", "C++", 15, 0, 0, 0, 0, 3, 3, 21
"/home/everlasting/acm_training/niuke/小白月赛/122/D.cpp", "C++", 10, 0, 0, 0, 0, 0, 0, 10
"/home/everlasting/acm_training/niuke/小白月赛/127/A.cpp", "C++", 31, 0, 0, 0, 0, 1, 3, 35
"/home/everlasting/acm_training/niuke/小白月赛/127/B.cpp", "C++", 33, 0, 0, 0, 0, 1, 4, 38
"/home/everlasting/acm_training/niuke/小白月赛/127/C.cpp", "C++", 36, 0, 0, 0, 0, 0, 4, 40
"/home/everlasting/acm_training/niuke/小白月赛/127/D.cpp", "C++", 55, 0, 0, 0, 0, 0, 8, 63
"/home/everlasting/acm_training/niuke/小白月赛/127/E.cpp", "C++", 47, 0, 0, 0, 0, 0, 7, 54
"/home/everlasting/acm_training/niuke/技能树/第三章/ 二分搜索/【模板】整数域二分.cpp", "C++", 27, 0, 0, 0, 0, 1, 3, 31
"/home/everlasting/acm_training/niuke/技能树/第三章/ 二分搜索/不想做二分题.cpp", "C++", 32, 0, 0, 0, 0, 1, 8, 41
"/home/everlasting/acm_training/niuke/技能树/第三章/动态规划进阶/01背包前置题.cpp", "C++", 22, 0, 0, 0, 0, 1, 4, 27
"/home/everlasting/acm_training/niuke/技能树/第三章/搜索入门/A+B Problem.cpp", "C++", 0, 0, 0, 0, 0, 0, 1, 1
"/home/everlasting/acm_training/niuke/技能树/第三章/搜索入门/kotori和素因子.cpp", "C++", 84, 0, 0, 0, 0, 1, 13, 98
"/home/everlasting/acm_training/niuke/技能树/第三章/搜索入门/岛屿数量.cpp", "C++", 49, 0, 0, 0, 0, 1, 8, 58
"/home/everlasting/acm_training/niuke/技能树/第二章/dp入门综练/nico和niconiconi.cpp", "C++", 35, 0, 0, 0, 0, 1, 5, 41
"/home/everlasting/acm_training/niuke/技能树/第二章/dp入门综练/小红蹦跳蹦跳.cpp", "C++", 29, 0, 0, 0, 0, 7, 7, 43
"/home/everlasting/acm_training/niuke/技能树/第二章/dp入门综练/最长不下降子序列.cpp", "C++", 33, 0, 0, 0, 0, 1, 4, 38
"/home/everlasting/acm_training/niuke/技能树/第二章/前缀和与差分/abb.cpp", "C++", 34, 0, 0, 0, 0, 1, 4, 39
"/home/everlasting/acm_training/niuke/技能树/第二章/前缀和与差分/小红的双排列删除得分.cpp", "C++", 44, 0, 0, 0, 0, 1, 7, 52
"/home/everlasting/acm_training/niuke/技能树/第二章/动态规划入门/线性dp/子数组绝对值的最大值.cpp", "C++", 23, 0, 0, 0, 0, 1, 2, 26
"/home/everlasting/acm_training/niuke/技能树/第二章/动态规划入门/线性dp/宵暗的妖怪.cpp", "C++", 29, 0, 0, 0, 0, 1, 5, 35
"/home/everlasting/acm_training/niuke/技能树/第二章/动态规划入门/线性dp/小苯的最大和.cpp", "C++", 30, 0, 0, 0, 0, 0, 5, 35
"/home/everlasting/acm_training/niuke/技能树/第二章/最大公约数和最小公倍数/一道GCD问题.cpp", "C++", 39, 0, 0, 0, 0, 1, 7, 47
"/home/everlasting/acm_training/niuke/技能树/第二章/最大公约数和最小公倍数/冰冻青蛙.cpp", "C++", 56, 0, 0, 0, 0, 1, 8, 65
"/home/everlasting/acm_training/niuke/技能树/第二章/最大公约数和最小公倍数/小红与gcd三角形.cpp", "C++", 34, 0, 0, 0, 0, 0, 5, 39
"/home/everlasting/acm_training/niuke/技能树/第二章/最大公约数和最小公倍数/小红的数字分裂.cpp", "C++", 39, 0, 0, 0, 0, 1, 7, 47
"/home/everlasting/acm_training/niuke/技能树/第二章/简单数学/小红和小紫的取素因子游戏.cpp", "C++", 27, 0, 0, 0, 0, 0, 7, 34
"/home/everlasting/acm_training/niuke/技能树/第二章/质数和约数/小红和小紫的取素因子游戏.cpp", "C++", 33, 0, 0, 0, 0, 0, 3, 36
"/home/everlasting/acm_training/niuke/技能树/第二章间章/几何/【模板】点线位置关系.cpp", "C++", 33, 0, 0, 0, 0, 0, 2, 35
"/home/everlasting/acm_training/niuke/技能树/第二章间章/构造进阶/76构造.cpp", "C++", 24, 0, 0, 0, 0, 1, 4, 29
"/home/everlasting/acm_training/niuke/技能树/第二章间章/贪心和优先队列/AOE还是单体？.cpp", "C++", 27, 0, 0, 0, 0, 1, 5, 33
"/home/everlasting/acm_training/niuke/技能树/第二章间章/贪心和优先队列/【模板】整数优先队列.cpp", "C++", 36, 0, 0, 0, 0, 1, 2, 39
"/home/everlasting/acm_training/niuke/技能树/第二章间章/贪心和优先队列/小红的口罩.cpp", "C++", 36, 0, 0, 0, 0, 1, 5, 42
"/home/everlasting/acm_training/niuke/每日一题/many sum.cpp", "C++", 35, 0, 0, 0, 0, 1, 6, 42
"/home/everlasting/acm_training/niuke/每日一题/【模板】拓扑排序.cpp", "C++", 48, 0, 0, 0, 0, 1, 7, 56
"/home/everlasting/acm_training/niuke/每日一题/【模板】静态区间和（前缀和）.cpp", "C++", 18, 0, 0, 0, 0, 0, 4, 22
"/home/everlasting/acm_training/niuke/每日一题/乐团派对.cpp", "C++", 36, 0, 0, 0, 0, 2, 7, 45
"/home/everlasting/acm_training/niuke/每日一题/切题之路.cpp", "C++", 49, 0, 0, 0, 0, 1, 6, 56
"/home/everlasting/acm_training/niuke/每日一题/子数列求积.cpp", "C++", 40, 0, 0, 0, 0, 1, 5, 46
"/home/everlasting/acm_training/niuke/每日一题/小A取石子.cpp", "C++", 28, 0, 0, 0, 0, 1, 3, 32
"/home/everlasting/acm_training/niuke/每日一题/小红删数字.cpp", "C++", 38, 0, 0, 0, 0, 1, 7, 46
"/home/everlasting/acm_training/niuke/每日一题/小红的平滑值插值.cpp", "C++", 37, 0, 0, 0, 0, 1, 8, 46
"/home/everlasting/acm_training/niuke/每日一题/护花使者.cpp", "C++", 34, 0, 0, 0, 0, 1, 5, 40
"/home/everlasting/acm_training/niuke/每日一题/有趣的区间.cpp", "C++", 33, 0, 0, 0, 0, 1, 2, 36
"/home/everlasting/acm_training/niuke/每日一题/阅读理解.cpp", "C++", 34, 0, 0, 0, 0, 1, 4, 39
"/home/everlasting/acm_training/niuke/牛客周赛/125/A.cpp", "C++", 46, 0, 0, 0, 0, 1, 4, 51
"/home/everlasting/acm_training/niuke/牛客周赛/125/B.cpp", "C++", 34, 0, 0, 0, 0, 0, 6, 40
"/home/everlasting/acm_training/niuke/牛客周赛/125/C.cpp", "C++", 43, 0, 0, 0, 0, 0, 7, 50
"/home/everlasting/acm_training/niuke/牛客周赛/125/D.cpp", "C++", 49, 0, 0, 0, 0, 0, 7, 56
"/home/everlasting/acm_training/niuke/牛客周赛/126/A.cpp", "C++", 26, 0, 0, 0, 0, 1, 3, 30
"/home/everlasting/acm_training/niuke/牛客周赛/126/B.cpp", "C++", 36, 0, 0, 0, 0, 1, 6, 43
"/home/everlasting/acm_training/niuke/牛客周赛/126/C.cpp", "C++", 55, 0, 0, 0, 0, 8, 7, 70
"/home/everlasting/acm_training/niuke/牛客周赛/126/D.cpp", "C++", 44, 0, 0, 0, 0, 1, 7, 52
"/home/everlasting/acm_training/niuke/牛客周赛/126/E.cpp", "C++", 28, 0, 0, 0, 0, 0, 3, 31
"/home/everlasting/acm_training/niuke/牛客周赛/127/A.cpp", "C++", 25, 0, 0, 0, 0, 1, 2, 28
"/home/everlasting/acm_training/niuke/牛客周赛/127/B.cpp", "C++", 99, 0, 0, 0, 0, 0, 9, 108
"/home/everlasting/acm_training/niuke/牛客周赛/127/C.cpp", "C++", 58, 0, 0, 0, 0, 0, 9, 67
"/home/everlasting/acm_training/niuke/牛客周赛/127/D.cpp", "C++", 52, 0, 0, 0, 0, 0, 8, 60
"/home/everlasting/acm_training/niuke/牛客周赛/127/E.cpp", "C++", 48, 0, 0, 0, 0, 0, 8, 56
"/home/everlasting/acm_training/niuke/牛客周赛/127/F.cpp", "C++", 103, 0, 0, 0, 0, 0, 10, 113
"/home/everlasting/acm_training/niuke/牛客挑战赛/A.cpp", "C++", 48, 0, 0, 0, 0, 1, 6, 55
"/home/everlasting/acm_training/niuke/牛客挑战赛/B.cpp", "C++", 44, 0, 0, 0, 0, 1, 6, 51
"/home/everlasting/acm_training/niuke/练习赛/147/A.cpp", "C++", 30, 0, 0, 0, 0, 1, 4, 35
"/home/everlasting/acm_training/niuke/练习赛/147/B.cpp", "C++", 40, 0, 0, 0, 0, 1, 7, 48
"/home/everlasting/acm_training/niuke/练习赛/147/C.cpp", "C++", 48, 0, 0, 0, 0, 2, 9, 59
"/home/everlasting/acm_training/test.cpp", "C++", -58, 0, 0, 0, 0, 0, -12, -70
"/home/everlasting/acm_training/test2.cpp", "C++", 19, 0, 0, 0, 0, -1, -11, 7
"/home/everlasting/acm_training/实验课/求1-100的和.c", "C", 0, -9, 0, 0, 0, 0, -1, -10
"/home/everlasting/acm_training/板子/BIT.cpp", "C++", 77, 0, 0, 0, 0, 1, 18, 96
"/home/everlasting/acm_training/板子/Catalan_number.cpp", "C++", 26, 0, 0, 0, 0, 1, 2, 29
"/home/everlasting/acm_training/板子/DSU.cpp", "C++", 54, 0, 0, 0, 0, 1, 9, 64
"/home/everlasting/acm_training/板子/Discretization.cpp", "C++", 29, 0, 0, 0, 0, 0, 4, 33
"/home/everlasting/acm_training/板子/Sparse_Table.cpp", "C++", -1, 0, 0, 0, 0, 0, -1, -2
"/home/everlasting/acm_training/板子/get_C(%mod).cpp", "C++", 45, 0, 0, 0, 0, 1, 8, 54
"/home/everlasting/acm_training/板子/get_C(Recursion).cpp", "C++", 30, 0, 0, 0, 0, 1, 5, 36
"/home/everlasting/acm_training/板子/get_C.cpp", "C++", -43, 0, 0, 0, 0, -1, -10, -54
"/home/everlasting/acm_training/板子/get_factors.cpp", "C++", -3, 0, 0, 0, 0, 0, -1, -4
"/home/everlasting/acm_training/板子/get_primes.cpp", "C++", -1, 0, 0, 0, 0, 0, -1, -2
"/home/everlasting/acm_training/板子/qpow.cpp", "C++", -3, 0, 0, 0, 0, 0, -1, -4
"/home/everlasting/acm_training/比赛/CNB24/Hello WUSTACM.c", "C", 0, 6, 0, 0, 0, 0, 3, 9
"/home/everlasting/acm_training/比赛/CNB24/亵渎上.cpp", "C++", 58, 0, 0, 0, 0, 1, 7, 66
"/home/everlasting/acm_training/比赛/CNB24/凡安要当超级矿工.c", "C", 0, 22, 0, 0, 0, 0, 8, 30
"/home/everlasting/acm_training/比赛/CNB24/大贤至圣先师的超级难题.c", "C", 0, 0, 0, 0, 0, 0, 1, 1
"/home/everlasting/acm_training/比赛/CNB24/我不想上课.c", "C", 0, 39, 0, 0, 0, 0, 9, 48
"/home/everlasting/acm_training/比赛/CNB24/查询（爆了）.c", "C", 0, 35, 0, 0, 0, 0, 9, 44
"/home/everlasting/acm_training/比赛/CNB24/沁湖鱼宴.c", "C", 0, 0, 0, 0, 0, 0, 1, 1
"/home/everlasting/acm_training/比赛/CNB24/沁湖鱼宴.cpp", "C++", 65, 0, 0, 0, 0, 1, 8, 74
"/home/everlasting/acm_training/比赛/CNB24/邪恶的数字.cpp", "C++", 39, 0, 0, 0, 0, 0, 4, 43
"/home/everlasting/acm_training/比赛/CNB24/高数之挂也挂不完.cpp", "C++", 34, 0, 0, 0, 0, 1, 6, 41
"/home/everlasting/acm_training/洛谷/并查集/P1111.cpp", "C++", 64, 0, 0, 0, 0, 1, 10, 75
"/home/everlasting/acm_training/洛谷/并查集/P1525.cpp", "C++", 60, 0, 0, 0, 0, 1, 10, 71
"/home/everlasting/acm_training/洛谷/并查集/P1551.cpp", "C++", 52, 0, 0, 0, 0, 1, 9, 62
"/home/everlasting/acm_training/洛谷/并查集/P2024.cpp", "C++", 68, 0, 0, 0, 0, 1, 10, 79
"/home/everlasting/acm_training/洛谷/并查集/P3958.cpp", "C++", 64, 0, 0, 0, 0, 0, 13, 77
"/home/everlasting/acm_training/洛谷/树状数组/LibreOJ_132.cpp", "C++", 93, 0, 0, 0, 0, 1, 19, 113
"/home/everlasting/acm_training/洛谷/树状数组/P1774.cpp", "C++", 64, 0, 0, 0, 0, 1, 13, 78
"/home/everlasting/acm_training/洛谷/树状数组/P1908.cpp", "C++", 70, 0, 0, 0, 0, 1, 15, 86
"/home/everlasting/acm_training/洛谷/树状数组/P2068.cpp", "C++", 61, 0, 0, 0, 0, 1, 11, 73
"/home/everlasting/acm_training/洛谷/树状数组/P3368.cpp", "C++", 68, 0, 0, 0, 0, 1, 13, 82
"/home/everlasting/acm_training/洛谷/树状数组/P3374.cpp", "C++", 58, 0, 0, 0, 0, 1, 12, 71
"/home/everlasting/acm_training/洛谷/树状数组/P4378.cpp", "C++", 64, 0, 0, 0, 0, 1, 13, 78
"/home/everlasting/acm_training/洛谷/树状数组/P4939.cpp", "C++", 59, 0, 0, 0, 0, 1, 11, 71
"/home/everlasting/acm_training/洛谷/树状数组/P5057.cpp", "C++", 89, 0, 0, 0, 0, 1, 18, 108
"/home/everlasting/acm_training/洛谷/树状数组/P6225.cpp", "C++", 65, 0, 0, 0, 0, 1, 12, 78
"Total", "-", 5704, -9, 1, 5093, 2, 101, 873, 11765
