"filename", "language", "C++", "Python", "Markdown", "CSV", "JSON", "comment", "blank", "total"
"/home/everlasting/acm_training/vjudge/WUST/最小生成树/P1550 [USACO08OCT] Watering Hole G.cpp", "C++", 62, 0, 0, 0, 0, 1, 9, 72
"/home/everlasting/acm_training/vjudge/WUST/最小生成树/P2700 逐个击破.cpp", "C++", 68, 0, 0, 0, 0, 1, 11, 80
"/home/everlasting/acm_training/vjudge/WUST/最小生成树/P3366 【模板】最小生成树.cpp", "C++", 60, 0, 0, 0, 0, 1, 11, 72
"/home/everlasting/acm_training/vjudge/WUST/最小生成树/还是畅通工程.cpp", "C++", 59, 0, 0, 0, 0, 1, 9, 69
"/home/everlasting/acm_training/vjudge/WUST/枚举和模拟/Summer Earnings.cpp", "C++", 46, 0, 0, 0, 0, 1, 6, 53
"/home/everlasting/acm_training/vjudge/WUST/枚举和模拟/Zigzags.cpp", "C++", 37, 0, 0, 0, 0, 0, 5, 42
"/home/everlasting/acm_training/vjudge/WUST/贪心/P2512 [HAOI2008] 糖果传递.cpp", "C++", 16, 0, 0, 0, 0, 1, 3, 20
"/home/everlasting/acm_training/vjudge/WUST/贪心/P4445 [AHOI2018初中组] 报名签到.cpp", "C++", 24, 0, 0, 0, 0, 1, 4, 29
"/home/everlasting/acm_training/vjudge/WUST/贪心/P5143 攀爬者.cpp", "C++", 27, 0, 0, 0, 0, 1, 4, 32
"/home/everlasting/acm_training/vjudge/WUST/贪心/糖果传递.cpp", "C++", -39, 0, 0, 0, 0, -1, -7, -47
"/home/everlasting/acm_training/板子/WDSU.cpp", "C++", 62, 0, 0, 0, 0, 1, 10, 73
"/home/everlasting/acm_training/板子/get_primes.cpp", "C++", -2, 0, 0, 0, 0, 0, 0, -2
"Total", "-", 3165, 21, 1918, 5870, 1, 73, 486, 11534
